"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"140","wrangler-zm6admd-cargo-shorts-medium","just what he wanted","jayelgee","i ordered these for my brother  who is  he is very satisfied with the fit the style the comfort its nice to know that traditional companies like wrangler are still producing classic clothes that work even for older folks  sadly its not so easy to go in person shopping for clothes like this he lives in manhattan and all the old neighborhood clothing stores have gone by the wayside so to find reliable brands we can order for him is fantastic",2023-04-17,5,"verified purchase"
"141","wrangler-zm6admd-cargo-shorts-medium","good value","mike b","comfortable fit  i wish the phone pocket was on the right side or better on both sides  but overall it is well made and a good value",2023-08-01,4,"verified purchase"
"142","wrangler-zm6admd-cargo-shorts-medium","great short but way too large for the waist sizing","clarke dunham","very well made short but way too large for the waist sizing a  waist nearly falls off with the size  short  i would have returned it but had already worn it so i will have to live with it  i have to assume that all the sizing on this short is likewise",2023-07-24,5,"verified purchase"
"143","wrangler-zm6admd-cargo-shorts-medium","perfect","donald d","great fit and thinner than most ive tried so great when you live in florida",2023-09-07,3,"verified purchase"
"144","wrangler-zm6admd-cargo-shorts-medium","great for tall guys","cheryl","its tough to find nice long shorts my husband is super happy with these good quality shorts true to size too",2023-09-15,5,"verified purchase"
"145","wrangler-zm6admd-cargo-shorts-medium","excellent buy","amirtwig","i loved everything",2023-09-27,5,"verified purchase"
"146","wrangler-zm6admd-cargo-shorts-medium","great deal","renee pinkston","very good quality fit as expected will purchase more",2023-09-06,5,"verified purchase"
"147","wrangler-zm6admd-cargo-shorts-medium","runs slightly larger","scubadoo","the waist seems a bit larger than the indicated size but nothing a belt cant fix very comfortable handy smartphone pocket id buy these again",2023-09-01,5,"verified purchase"
"148","wrangler-zm6admd-cargo-shorts-medium","fit","pamelaamazon customer","bought for my husband  they fit him well and there is a little stretch so they are comfortable too",2023-07-19,5,"verified purchase"
"149","wrangler-zm6admd-cargo-shorts-medium","cargo","james edelen","they are great the pockets are velcro",2023-09-12,5,"verified purchase"
"150","wrangler-zm6admd-cargo-shorts-medium","super","daniel caty","bonne qualit",2023-10-22,5,"verified purchase"
"151","puma women's carina l sneaker",NA,NA,NA,NA,5,NA
"152","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"153","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"154","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"155","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"156","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"157","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"158","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"159","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"160","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"161","puma women's carina l sneaker",NA,NA,NA,NA,5,NA
"162","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"163","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"164","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"165","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"166","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"167","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"168","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"169","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"170","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"171","puma women's carina l sneaker",NA,NA,NA,NA,5,NA
"172","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"173","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"174","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"175","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"176","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"177","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"178","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"179","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"180","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"181","puma women's carina l sneaker",NA,NA,NA,NA,5,NA
"182","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"183","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"184","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"185","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"186","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"187","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"188","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"189","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"190","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"191","puma women's carina l sneaker",NA,NA,NA,NA,5,NA
"192","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"193","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"194","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"195","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"196","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"197","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"198","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"199","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"200","puma women's carina l sneaker",NA,NA,NA,NA,NA,NA
"201","reebok men's work n cushion 4.0 walking shoe","comfortable","sammy","really happy with my purchase",2024-02-15,4,"verified purchase"
"202","reebok men's work n cushion 4.0 walking shoe","superbe ","edwige candelier","top trs contente de mon achat ",2023-10-07,5,"verified purchase"
"203","reebok men's work n cushion 4.0 walking shoe","zapatillas","yaiza","me han encantado son sper cmodas",2024-02-15,5,"verified purchase"
"204","reebok men's work n cushion 4.0 walking shoe","super schnelle lieferung","eileen","tip top",2024-02-09,5,"verified purchase"
"205","reebok men's work n cushion 4.0 walking shoe","excelentes","ctia santos","muito bonitas e bastante confortveis",2024-01-24,5,"verified purchase"
"206","reebok men's work n cushion 4.0 walking shoe","very heavy clunky","kat","this review isnt in anyway negative towards the seller they were great my disappointment is towards the shoe itself i know they are platforms ive bought a pair of platform suede pumas in the past these are much higher though the gel foam is amazing and the first time i slipped my foot inside it was like stepping on a marshmallow  soft squishy and comforting the black all over is cool and what i was looking for for work but then thats itthis shoe is really not for day to day if you walk alot it feels like ive strapped on a pair of bricks they are so clunky and heavy that it feels like a work out each walk i cant count how many busses and trains ive lost cause there is no point in running for them and im a k runner its actually exhaustingso if you want a cool comfortable shoe for minimal walking then these are for you",2023-07-28,5,"verified purchase"
"207","reebok men's work n cushion 4.0 walking shoe","megabequem","evemotion","hab diese schuhe schon in weigrau und wollte noch ein paar in flieder die farbe ist sehr hell und nicht als flieder zu erkennen dank dem softfoam sind sie super bequem hab  und sie auch in dieser gre gekauft passen gut",2023-12-26,3,"verified purchase"
"208","reebok men's work n cushion 4.0 walking shoe","bonitas y comodas","sonia","me gustan mucho y combinan con todo",2023-10-16,5,"verified purchase"
"209","reebok men's work n cushion 4.0 walking shoe","satisfied","kavwelep","fits well great quality",2024-01-07,4,"verified purchase"
"210","reebok men's work n cushion 4.0 walking shoe","preciosas","marian","son muy bonitas",2023-10-04,5,"verified purchase"
"211","reebok men's work n cushion 4.0 walking shoe","semelle qui ce dcolle","marjo","aprs  mois dutilisation la semelle ce dcolle djdu car les chaussures sont plutt confortable",2023-08-17,4,"verified purchase"
"212","reebok men's work n cushion 4.0 walking shoe","ottime","marjo","molto comode   le consiglio sono davvero belle anche nel materiale",2023-11-09,3,"verified purchase"
"213","reebok men's work n cushion 4.0 walking shoe","bon mais taille grand","maria","la chaussure en elle mme est trs belle agrable  porter et ne fais pas dampoule mais je fais du  jai pris du  et cest encore trop grand",2023-02-26,3,"verified purchase"
"214","reebok men's work n cushion 4.0 walking shoe","chulas","sarah","zapatillas casual bonitas para adolescentes y las no tan adolescentes",2023-10-31,5,"verified purchase"
"215","reebok men's work n cushion 4.0 walking shoe","x nie","nerea","sz par zamwiam na innej stronie musiaam odesa bo si rozkleiy po paru razach uycia ga para zamwiona tutaj i to samo but rozklejony ",2024-01-07,4,"verified purchase"
"216","reebok men's work n cushion 4.0 walking shoe","ottimo","metr","prese per mia figliaottime scarpe",2023-11-05,5,"verified purchase"
"217","reebok men's work n cushion 4.0 walking shoe","puma","claudia","gutes preis leistung verhltnis gut tragbar",2023-06-28,2,"verified purchase"
"218","reebok men's work n cushion 4.0 walking shoe","schn aber mangelnde qualitt","lars michelmann","ich hatte mir die schuhe bereits in weibeige bestellt und war enttuscht dass sich die sohle bereits nach knapp zwei wochen einfach gelst hattenicht schn aber kann passieren dachte ich also habe ich mir das gleiche modell in schwarz bestellt und nach zwei wochen hatte ich das gleiche problem es scheint also an der verarbeitung zu liegen und das ist fr den preis absolut enttuschendzwei sterne nur fr amazon  schnelle lieferung und unkomplizierte rcknahmepreis",2023-10-06,5,"verified purchase"
