"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"99","Merrell Men's Moab 3 GTX Hiking Shoe","Cómodas pero con arrugas en su parte superior delantera","Miguel","De momento son cómodas pero vienen con unas arrugas en la parte de arriba que las afean un poco, parece que sobra tela en esa zona, debería quedar más lisa y la tela estirada. La verdad es que me parece un poco extraño que sea así","Reviewed in Spain on 30 April 2023","5.0 out of 5 stars","Verified Purchase"
"100","Merrell Men's Moab 3 GTX Hiking Shoe","alles gut","Miguel","Der irrtümlich zu klein geschickte und retournierte Schuh wurde durch die  bestellte passende Größe ersetzt. Der Schuh kam nun ordentlich verpackt in der gewohnt guten Merrel-Qualität an.","Reviewed in Germany on 25 October 2022","2.0 out of 5 stars","Verified Purchase"
"101","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Excellent product","isaac williams","Been wearing these for years. They hold up well and are very comfortable. Recommended.","Reviewed in the United States on 15 December 2023","4.5 out of 5 stars","Verified Purchase"
"102","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Size","Richard P. Jaillet","I bought a size smaller. They are stretch pants so they fit perfect","Reviewed in the United States on 17 December 2023","5.0 out of 5 stars","Verified Purchase"
"103","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","A great investment for anyone looking for comfortable, durable, and versatile shorts.","Michael L.","I recently purchased the Wrangler Authentics Men's Classic Cargo Stretch Short and I am thoroughly impressed with my purchase. These shorts are not only comfortable and versatile, but they are also durable and stylish.The traditional cargo style is perfect for any occasion, whether I'm going hiking or just running errands. The relaxed fit sits at the natural waist with a relaxed seat and fit through the thighs, making them extremely comfortable to wear all day long. Plus, with a 10-inch inseam, I never have to worry about them being too short or too long.One of my favorite features of these shorts is the quick-access storage they offer. With (6) pockets, including (2) side cargo flap pockets, (2) slash pockets, and (2) back patch pockets, I have ample space to store my personal items and gadgets. This is especially convenient when I'm on-the-go and need to have everything I need at my fingertips.The materials used in these shorts are also incredibly durable. I appreciate that they are offered in a variety of stretch fabrications including twill and rip stop, ensuring they will last for years to come. The heavy-duty hardware, including the zipper fly and button closure, gives me peace of mind that they won't fall apart after just a few wears.Overall, I highly recommend the Wrangler Authentics Men's Classic Cargo Stretch Short. I plan on purchasing more in different colors to add to my wardrobe!","Reviewed in the United States on 2 April 2023","5.0 out of 5 stars","Verified Purchase"
"104","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Camo","Raymond t.","Hide in the woods","Reviewed in the United States on 16 December 2023","5.0 out of 5 stars","Verified Purchase"
"105","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Shorts","JDeverly","Husband really likes the cut and pockets on these pants.","Reviewed in the United States on 1 October 2023","5.0 out of 5 stars","Verified Purchase"
"106","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Great fit, genuine Wranglers","Klaus G.","I am 5'10  / 260 and have them in 4 different colors. Size 46.The slide in phone pocket is my favorite feature. They have lots of belt loops to keep them up.","Reviewed in the United States on 19 November 2023","4.0 out of 5 stars","Verified Purchase"
"107","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Very comfortable","RWL","They are very comfortable but I must warn that they run large.  I wear a size 38 in Wrangler Jeans so I ordered a size 38 in these as well.  When I tried them on, I found the size 38 to be way too large so I exchanged them for size 36 which are a much better fit.","Reviewed in the United States on 27 July 2023","5.0 out of 5 stars","Verified Purchase"
"108","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Favorite shorts","Shena4UK","Like the extra pockets and one is perfect for cell phone","Reviewed in the United States on 2 December 2023","4.0 out of 5 stars","Verified Purchase"
"109","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Good product","Sebastian","Material en perfecto estado, muy buena calidad","Reviewed in the United States on 21 September 2023","5.0 out of 5 stars","Verified Purchase"
"110","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Just what I needed.","Michael Chesley","needed shorts for summer","Reviewed in the United States on 19 January 2024","4.0 out of 5 stars","Verified Purchase"
"111","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","To Big","Douglas Dillenberger","My only complaint is after taking a measurement I had to go to one size larger and when my two shorts arrived they were way to big????  I don't know why but they are.DD","Reviewed in the United States on 1 August 2023","4.5 out of 5 stars","Verified Purchase"
"112","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Good value when on sale","Jeff Vanek","I would not pay full price for these, but went on sale. They are a very good value. They are comfortable, seem to hold up well.","Reviewed in the United States on 9 August 2023","4.0 out of 5 stars","Verified Purchase"
"113","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Cargo denim jean shorts - my favorite!","Christopher A.","I really like to wear denim cargo shorts and jeans - I use the pockets... I've been wearing Wrangler for years but haven't been able to find them in stores for at least 4 years... I needed more and found them online... Thank you.","Reviewed in the United States on 24 September 2023","4.0 out of 5 stars","Verified Purchase"
"114","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","These fit very well. Good quality.","Charles Domanski","I bought these to replace a different pair of shorts. These are definitely worth the money. I've always had denims by Wrangler and they last a good long time, and always fit perfectly.","Reviewed in the United States on 10 June 2023","5.0 out of 5 stars","Verified Purchase"
"115","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Nice shorts, but…","J. McClung","I really like the shorts, but it seems like the fabric got thinner.","Reviewed in the United States on 12 August 2023","4.0 out of 5 stars","Verified Purchase"
"116","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Slightly bigger","Charles Bryson Jr","They are a great buy, run slightly bigger with plenty of room.","Reviewed in the United States on 1 November 2023","4.0 out of 5 stars","Verified Purchase"
"117","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Size is way off","J & T Awbrey","I wear a 36 waist there are like a 40, so order a size 34 and they will need a belt to keep them from falling off is I put anything in  my pockets got the 34 and they are STILL to big","Reviewed in the United States on 18 June 2023","5.0 out of 5 stars","Verified Purchase"
"118","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Can't beat these for the money","sparker","Great shorts. That's all.","Reviewed in the United States on 21 November 2023","4.0 out of 5 stars","Verified Purchase"
"119","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Nice feel - rugged.","Amazon Customer","Cotton for comfort.","Reviewed in the United States on 27 July 2023","5.0 out of 5 stars","Verified Purchase"
"120","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Husband loves","Nikki Campbell","My husband hates to shop. So when we found these on Amazon in his size we ordered them. They fit him so well. We will definitely be ordering more.","Reviewed in the United States on 24 May 2023","4.0 out of 5 stars","Verified Purchase"
"121","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Bought these for my husband","Barbara C","Very nice shorts....good fit....we like Wranglers.....good price and color is perfect.  He will not wear them til May though.  Got them in the green color and in the goldish/tan color.  Love them.","Reviewed in the United States on 8 October 2023","4.5 out of 5 stars","Verified Purchase"
"122","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Good  product at a fair price!","HALPCL","Comfortable and nice looking.","Reviewed in the United States on 6 July 2023","5.0 out of 5 stars","Verified Purchase"
"123","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","comfortable and well made","George Blodgett","These include a phone pocket which is very handy. I like the stretch for comfort.","Reviewed in the United States on 16 October 2023","4.0 out of 5 stars","Verified Purchase"
"124","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Good Buy","Leoadler","These were as I hoped they would be. Good fit,comfortable.","Reviewed in Canada on 11 September 2023","5.0 out of 5 stars","Verified Purchase"
"125","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Very comfortable, wash well","Samar W.","very good quality.  wash and wear.  very comfortable","Reviewed in the United States on 26 October 2023","4.0 out of 5 stars","Verified Purchase"
"126","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Buy WRANGLER","D","Like always WRANGLER does not disappoint.","Reviewed in the United States on 17 October 2023","5.0 out of 5 stars","Verified Purchase"
"127","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","My favorite shorts","P Fitz","Great fit and great look","Reviewed in the United States on 6 November 2023","5.0 out of 5 stars","Verified Purchase"
"128","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Great shirts","Larry Jurkovich","Was what I expected","Reviewed in the United States on 7 July 2023","5.0 out of 5 stars","Verified Purchase"
"129","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Fits big","Prioska Baruah","Should’ve expected it since they’re men’s jeans but they were baggier than expected. Still great quality.","Reviewed in the United States on 22 June 2023","4.0 out of 5 stars","Verified Purchase"
"130","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","these are very good for me","jimb06787","I wear a size 46-48 depending on the pants.  These really fit as expected and so far are pretty nice. I just want to see how they hold up after the wash.","Reviewed in the United States on 13 August 2023","4.0 out of 5 stars","Verified Purchase"
"131","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Fits well","Bossduke","Good fit","Reviewed in Canada on 1 September 2023","4.5 out of 5 stars","Verified Purchase"
"132","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Good shorts","Deborah G McCauley","Really like the shorts but due the stretchy nature of them I really needed a size 31 but only cones in 30 then 32","Reviewed in Canada on 12 July 2023","4.0 out of 5 stars","Verified Purchase"
"133","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","The size","Amy Jackson","Bought these for my son. It is hard to find denim shorts with cargo pockets. Had already purchased a few pairs from Wrangler. We knew what we were getting. Size 36 is great for him.","Reviewed in the United States on 15 August 2023","4.0 out of 5 stars","Verified Purchase"
"134","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Confy pants","Jorge E Pagan Torres","On this high temps in PR this are just perfect, and they are very easy to care off.They are very confy and keep a nice look after wash.","Reviewed in the United States on 20 August 2023","5.0 out of 5 stars","Verified Purchase"
"135","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","It fit well","Matt. S","They are not jean material.","Reviewed in the United States on 30 June 2023","5.0 out of 5 stars","Verified Purchase"
"136","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","These shorts are comfortable plus it is so nice to have the extra pockets.","TPinCDA","Purchased the camo shorts earlier this year for use doing yardwork, etc.  Really liked how comfortable they are, so decided to order a tan pair for more casual use.  Very happy with this purchase.","Reviewed in the United States on 19 August 2023","4.0 out of 5 stars","Verified Purchase"
"137","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Did not really love these","Omar","They look good, but I didn't find them comfortable at all. I wore them a couple times and then did not wear them again. Way too expensive too to be honest.","Reviewed in Canada on 16 October 2023","5.0 out of 5 stars","Verified Purchase"
"138","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","fits as expected","John L.","Good shorts for big guy. length good and seat full","Reviewed in the United States on 4 October 2023","3.0 out of 5 stars","Verified Purchase"
"139","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Good Shorts","Bobby S.","Don't know about the stretch part but they are comfortable.","Reviewed in the United States on 14 September 2023","5.0 out of 5 stars","Verified Purchase"
"140","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Just what he wanted","Jayelgee1","I ordered these for my brother , who is 76. He is very satisfied with the fit, the style, the comfort. It's nice to know that traditional companies like Wrangler are still producing classic clothes that work even for older folks.  Sadly, it's not so easy to go in person shopping for clothes like this (he lives in Manhattan and all the old neighborhood clothing stores have gone by the wayside), so to find reliable brands we can order for him is fantastic.","Reviewed in the United States on 17 April 2023","5.0 out of 5 stars","Verified Purchase"
"141","Wrangler-ZM6ADMD-Cargo-Shorts-Medium","Good value","Mike B","Comfortable fit.  I wish the phone pocket was on the right side or better on both sides.  But overall it is well made and a good value","Reviewed in the United States on 1 August 2023","4.5 out of 5 stars","Verified Purchase"
